timestamp,chassis.power_fb.power @ 0x2001C568,chassis.motor_3508[0].fb_current @ 0x2001C1F0,chassis.motor_3508[0].fb_speed @ 0x2001C1E8,chassis.motor_3508[0].give_current @ 0x2001C21C,chassis.power_prediction.model_power[0] @ 0x2001C5B4
15.936702,19.225361,-1.751709,-28.132448,-1.267212,17.429583
15.941137,16.671362,-1.048584,-28.279682,-1.399184,17.901196
15.946434,19.465612,-1.346436,-28.350569,-1.218875,17.662861
15.952004,18.286722,-1.293945,-28.497807,-1.118003,16.786919
15.957593,16.791506,-1.534424,-28.563240,-0.889700,14.820230
15.961248,16.791506,-0.661621,-28.737740,-0.849535,14.956730
15.964640,16.791506,-1.055908,-28.590508,-0.743564,13.652373
15.967788,16.791506,-0.660400,-28.623224,-0.547082,11.609352
15.975355,16.791506,-0.902100,-28.541431,-0.382035,10.879168
15.979333,16.791506,-0.523682,-28.497807,-0.314792,10.664097
15.987028,16.791506,0.001221,-28.197886,-0.479661,11.392192
15.992236,12.755741,-0.316162,-28.050652,-0.704700,12.100948
15.998246,12.755741,-0.723877,-27.914326,-0.889746,14.266762
16.003331,12.755741,-0.488281,-27.914326,-1.057164,14.390837
16.008875,14.117229,-0.905762,-27.925232,-0.943923,15.914652
16.012265,14.117229,-1.027832,-28.208792,-0.961195,15.030317
16.015778,14.117229,-0.590820,-28.246962,-0.932848,15.202625
16.021217,14.117229,-0.775146,-28.405102,-0.931403,14.582791
16.032010,14.117229,-0.975342,-28.426916,-0.849245,14.340693
16.035263,15.636738,-0.830078,-28.563240,-0.593683,14.197481
16.038658,14.859459,-0.989990,-28.486900,-0.730196,13.476198
16.043838,12.477131,-0.731201,-28.475992,-0.625683,12.633503
16.047052,12.791977,-0.997314,-28.448727,-0.406657,12.234943
16.051236,12.779816,-0.343018,-28.563240,-0.443378,11.333638
16.056080,10.687195,-0.549316,-28.448727,-0.350863,10.588149
16.059303,10.960121,-1.148682,-28.394196,-0.408129,10.890366
16.064871,10.941015,-0.877686,-28.110638,-0.579542,10.550795
16.068592,10.941015,-0.771484,-28.028841,-0.707874,11.838909
16.072441,10.941015,-0.932617,-27.974308,-0.732052,12.989687
16.076897,12.321963,-0.275879,-27.843435,-0.943819,13.886518
16.081710,12.321963,-0.417480,-27.947044,-0.991992,15.062837
16.085462,13.683913,-1.071777,-28.028841,-1.144319,16.285469
16.089976,13.683913,-0.694580,-28.050652,-1.240847,17.042566
16.095667,14.101982,-0.351562,-28.334211,-1.107252,15.546509
